full_name,resale_price,registered_year,engine_capacity,insurance,transmission_type,kms_driven,owner_type,fuel_type,max_power,seats,mileage,body_type,city,insurance_value,transmission_type_value,fuel_type_value,body_type_value,owner_type_Value
ai i20 Sportz Plus Diesel,700000.0,2019,1396,Third Party,Manual,40000,First Owner,Diesel,88.76,5.0,22.54,Hatchback,Chennai,2,1,2,1,1
i Swift VDI,645000.0,2018,1248,Third Party,Manual,120000,First Owner,Diesel,74.0,5.0,28.4,Hatchback,Chennai,2,1,2,1,1
ai Verna VTVT 1.6 SX,750000.0,2017,1591,Third Party,Manual,80000,First Owner,Petrol,121.3,5.0,17.0,Sedan,Chennai,2,1,1,2,1
ai Verna VTVT 1.6 SX,750000.0,2017,1591,Third Party,Manual,90000,Fourth Owner,Petrol,121.3,5.0,17.0,Sedan,Chennai,2,1,1,2,4
i Alto 800 LXI,303000.0,2016,796,Comprehensive,Manual,21233,First Owner,Petrol,47.33,5.0,22.05,Hatchback,Chennai,5,1,1,1,1
ai i20 Asta 1.2,571000.0,2016,1197,Third Party,Manual,119468,First Owner,Petrol,81.83,5.0,18.6,Hatchback,Chennai,2,1,1,1,1
i Ciaz RS ZDi Plus SHVS,671000.0,2016,1248,Comprehensive,Manual,57672,First Owner,Diesel,88.5,5.0,28.09,Sedan,Chennai,5,1,2,2,1
ai i10 Magna,296000.0,2012,1197,Comprehensive,Manual,69680,Second Owner,Petrol,78.9,5.0,20.36,Hatchback,Chennai,5,1,1,1,2
i Alto LXi,234000.0,2012,796,Third Party,Manual,22124,Second Owner,Petrol,46.3,5.0,19.7,Hatchback,Chennai,2,1,1,1,2
ai i10 Magna,308000.0,2013,1197,Comprehensive,Manual,93968,First Owner,Petrol,78.9,5.0,20.36,Hatchback,Chennai,5,1,1,1,1
i Swift VXI Optional,475000.0,2017,1197,Comprehensive,Manual,63577,Second Owner,Petrol,81.8,5.0,20.4,Hatchback,Chennai,5,1,1,1,2
ai i10 Magna,319000.0,2012,1197,Comprehensive,Manual,68572,First Owner,Petrol,78.9,5.0,20.36,Hatchback,Chennai,5,1,1,1,1
wagen Ameo 1.2 MPI Highline,582000.0,2017,1198,Comprehensive,Manual,84005,First Owner,Petrol,73.75,5.0,17.0,Sedan,Chennai,5,1,1,2,1
 City i VTEC SV,579000.0,2016,1497,Zero Dep,Manual,101599,First Owner,Petrol,117.3,5.0,17.8,Sedan,Chennai,6,1,1,2,1
 City i VTEC V,600000.0,2015,1497,Third Party,Manual,100000,First Owner,Petrol,117.3,5.0,17.4,Sedan,Chennai,2,1,1,2,1
dra TUV 300 T8,650000.0,2015,1493,Third Party,Manual,100000,First Owner,Diesel,100.0,7.0,18.49,SUV,Chennai,2,1,2,3,1
 New Accord 2.4 Inspire M/T,450000.0,2009,2354,Third Party,Manual,120000,Third Owner,Petrol,180.0,5.0,9.8,Sedan,Chennai,2,1,1,2,3
olet Beat Diesel LS,225000.0,2016,936,Third Party,Manual,110000,First Owner,Diesel,56.3,5.0,25.44,Hatchback,Chennai,2,1,2,1,1
wagen Ameo 1.2 MPI Comfortline,465000.00000000006,2017,1198,Third Party,Manual,70000,Second Owner,Petrol,73.75,5.0,17.0,Sedan,Chennai,2,1,1,2,2
 City i VTEC V,650000.0,2015,1497,Third Party,Manual,100000,First Owner,Petrol,117.3,5.0,17.4,Sedan,Chennai,2,1,1,2,1
dra KUV 100 mFALCON G80 K8,320000.0,2017,1198,Third Party,Manual,40000,Second Owner,Petrol,82.0,6.0,18.15,unknown_type,Chennai,2,1,1,6,2
 Series 530d Highline,680000.0,2008,2993,Third Party,Automatic,110000,Third Owner,Diesel,235.0,5.0,11.5,Sedan,Chennai,2,2,2,2,3
ai i20 Active 1.2 SX,569000.0,2016,1197,Third Party,Manual,57910,Second Owner,Petrol,81.86,5.0,17.19,Hatchback,Chennai,2,1,1,1,2
ai Xcent 1.2 Kappa S,458000.0,2016,1197,Third Party,Manual,59532,Second Owner,Petrol,82.0,5.0,19.1,Sedan,Chennai,2,1,1,2,2
i Celerio VXI Optional AMT BSIV,488999.99999999994,2019,998,Zero Dep,Automatic,31795,Third Owner,Petrol,67.04,5.0,23.1,Hatchback,Chennai,6,2,1,1,3
i Alto 800 VXI Optional,285000.0,2016,796,Comprehensive,Manual,50252,First Owner,Petrol,47.3,5.0,24.7,Hatchback,Chennai,5,1,1,1,1
i Baleno 1.2 Alpha,575000.0,2017,1197,Third Party,Manual,36573,Third Owner,Petrol,83.1,5.0,21.4,Hatchback,Chennai,2,1,1,1,3
lt KWID RXT Optional,312000.0,2018,799,Comprehensive,Manual,53600,Third Owner,Petrol,53.3,5.0,25.17,Hatchback,Chennai,5,1,1,1,3
ai Grand i10 CRDi Asta,376000.0,2014,1120,Third Party,Manual,75840,Third Owner,Diesel,70.0,5.0,24.0,Hatchback,Chennai,2,1,2,1,3
 Amaze S i-Vtech,412000.0,2015,1198,Comprehensive,Manual,102249,Second Owner,Petrol,86.7,5.0,18.0,Sedan,Chennai,5,1,1,2,2
Tiago XZA Plus Dual Tone,676000.0,2020,1199,Comprehensive,Automatic,12011,First Owner,Petrol,83.83,5.0,23.84,Hatchback,Chennai,5,2,1,1,1
i Vitara Brezza ZDi Plus,1000000.0,2017,1248,Third Party,Manual,120000,First Owner,Diesel,88.5,5.0,24.3,SUV,Chennai,2,1,2,3,1
ai EON Era Plus,200000.0,2014,814,Third Party,Manual,60000,Second Owner,Petrol,55.2,5.0,21.1,Hatchback,Chennai,2,1,1,1,2
ai Verna 1.6 i ABS,145000.0,2008,1599,Third Party,Manual,90000,Fifth Owner,Petrol,103.2,5.0,13.9,Sedan,Chennai,2,1,1,2,5
ai i10 Era 1.1,200000.0,2010,1086,Third Party,Manual,90000,Second Owner,Petrol,68.05,5.0,19.81,Hatchback,Chennai,2,1,1,1,2
i Swift AMT ZXI Plus,705000.0,2020,1197,Third Party,Automatic,20000,First Owner,Petrol,81.8,5.0,21.21,Hatchback,Chennai,2,2,1,1,1
 New Accord 2.4 MT,300000.0,2009,2354,Third Party,Manual,70000,Second Owner,Petrol,177.6,5.0,12.8,Sedan,Chennai,2,1,1,2,2
Tiago 1.2 Revotron XZ,500000.0,2019,1199,Third Party,Manual,40000,Second Owner,Petrol,84.0,5.0,23.84,Hatchback,Chennai,2,1,1,1,2
i A-Star AT VXI,295000.0,2012,998,Third Party,Automatic,50000,Second Owner,Petrol,66.1,5.0,16.98,Hatchback,Chennai,2,2,1,1,2
ai Grand i10 1.2 Kappa Sportz BSIV,542000.0,2017,1197,Third Party,Manual,54505,Second Owner,Petrol,81.86,5.0,18.9,Hatchback,Chennai,2,1,1,1,2
lt KWID RXT,356000.0,2016,799,Third Party,Manual,48113,First Owner,Petrol,53.3,5.0,25.17,Hatchback,Chennai,2,1,1,1,1
ai Tucson 2.0 e-VGT 2WD MT,1184000.0,2017,1995,Third Party,Manual,20907,First Owner,Diesel,182.46,5.0,18.42,SUV,Chennai,2,1,2,3,1
ai Grand i10 1.2 Kappa Sportz Option,539000.0,2018,1197,Comprehensive,Manual,33407,First Owner,Petrol,81.86,5.0,18.9,Hatchback,Chennai,5,1,1,1,1
n GO T,237000.0,2015,1198,Third Party,Manual,63607,Second Owner,Petrol,67.05,5.0,19.02,Hatchback,Chennai,2,1,1,1,2
i Celerio ZXI AMT,375000.0,2015,998,Third Party,Automatic,85233,First Owner,Petrol,65.71,5.0,26.0,Hatchback,Chennai,2,2,1,1,1
Linea T Jet Emotion,398000.0,2015,1368,Comprehensive,Manual,78200,First Owner,Petrol,112.4,5.0,15.7,Sedan,Chennai,5,1,1,2,1
ai Creta 1.6 VTVT AT SX Plus,934000.0,2016,1591,Comprehensive,Automatic,85781,First Owner,Petrol,121.3,5.0,13.0,SUV,Chennai,5,2,1,3,1
n Magnite XV BSVI,725000.0,2021,999,Comprehensive,Manual,81508,First Owner,Petrol,71.02,5.0,18.75,SUV,Chennai,5,1,1,3,1
Ecosport 1.5 Ti VCT AT Titanium BSIV,646000.0,2016,1499,Comprehensive,Automatic,45341,First Owner,Petrol,110.4,5.0,15.63,SUV,Chennai,5,2,1,3,1
ai Xcent VTVT Plus ABS,437000.0,2016,1197,Third Party,Manual,90000,First Owner,Petrol,82.0,5.0,19.1,Sedan,Chennai,2,1,1,2,1
 Rapid 1.5 TDI AT Style BSIV,900000.0,2017,1498,Third Party,Automatic,120000,First Owner,Diesel,108.6,5.0,21.72,Sedan,Chennai,2,2,2,2,1
ai Accent Executive,250000.0,2012,1495,Third Party,Manual,80000,Second Owner,Petrol,93.7,5.0,16.36,Sedan,Chennai,2,1,1,2,2
5 DOOR Cooper D,1700000.0,2015,1496,Third Party,Automatic,100000,First Owner,Diesel,113.98,5.0,20.7,Hatchback,Chennai,2,2,2,1,1
 Jazz VX CVT,780000.0,2018,1199,Third Party,Automatic,30000,Second Owner,Petrol,88.7,5.0,18.2,Hatchback,Chennai,2,2,1,1,2
i A-Star AT VXI,200000.0,2011,998,Third Party,Automatic,80000,Fourth Owner,Petrol,66.1,5.0,16.98,Hatchback,Chennai,2,2,1,1,4
arens Luxury Plus Turbo DCT 6 STR 2022-2023,1900000.0,2022,1353,Third Party,Automatic,30000,First Owner,Petrol,138.05,6.0,16.5,MUV,Chennai,2,2,1,4,1
wagen Polo Diesel Comfortline 1.2L,315000.0,2011,1199,Third Party,Manual,120000,Second Owner,Diesel,73.9,5.0,22.07,Hatchback,Chennai,2,1,2,1,2
 City i VTEC VX,610000.0,2015,1497,Comprehensive,Manual,114922,First Owner,Petrol,117.3,5.0,17.4,Sedan,Chennai,5,1,1,2,1
 City i VTEC V,604000.0,2016,1497,Comprehensive,Manual,80884,First Owner,Petrol,117.3,5.0,17.8,Sedan,Chennai,5,1,1,2,1
n RediGO S,266000.0,2016,799,Third Party,Manual,37256,Second Owner,Petrol,53.64,5.0,22.7,Hatchback,Chennai,2,1,1,1,2
i Wagon R Stingray VXI,385000.0,2016,998,Comprehensive,Manual,79063,Second Owner,Petrol,67.04,5.0,20.51,Hatchback,Chennai,5,1,1,1,2
wagen Taigun 1.5 TSI GT Plus BSVI,1673000.0,2022,1498,Third Party,Manual,18655,First Owner,Petrol,147.51,5.0,17.88,SUV,Chennai,2,1,1,3,1
wagen Polo Petrol Comfortline 1.2L,391000.0,2013,1198,Comprehensive,Manual,84298,Second Owner,Petrol,73.9,5.0,16.47,Hatchback,Chennai,5,1,1,1,2
 Brio S MT,378000.0,2015,1198,Comprehensive,Manual,77644,Second Owner,Petrol,86.8,5.0,19.4,Hatchback,Chennai,5,1,1,1,2
ai Grand i10 1.2 Kappa Asta,623000.0,2019,1197,Third Party,Manual,12205,First Owner,Petrol,81.86,5.0,18.9,Hatchback,Chennai,2,1,1,1,1
 Rapid 1.6 MPI AT Ambition Plus Alloy,450000.0,2013,1598,Third Party,Automatic,50000,Second Owner,Petrol,103.6,5.0,14.3,Sedan,Chennai,2,2,1,2,2
Figo Diesel Titanium,300000.0,2014,1399,Third Party,Manual,80000,First Owner,Diesel,68.05,5.0,20.0,Hatchback,Chennai,2,1,2,1,1
 Series 320d Sport Line,994999.9999999999,2012,1995,Third Party,Automatic,100000,Second Owner,Diesel,184.0,5.0,18.88,Sedan,Chennai,2,2,2,2,2
 City VX CVT,1125000.0,2020,1498,Third Party,Automatic,30000,Second Owner,Petrol,119.35,5.0,18.3,Sedan,Chennai,2,2,1,2,2
ai Verna VTVT 1.6 SX,900000.0,2019,1591,Third Party,Manual,40000,First Owner,Petrol,121.3,5.0,17.0,Sedan,Chennai,2,1,1,2,1
Figo Diesel EXI,200000.0,2011,1399,Third Party,Manual,100000,Second Owner,Diesel,68.0,5.0,20.0,Hatchback,Chennai,2,1,2,1,2
ai Creta 1.6 CRDi SX Plus,1150000.0,2018,1582,Third Party,Manual,70000,First Owner,Diesel,126.2,5.0,19.67,SUV,Chennai,2,1,2,3,1
i Swift Dzire AMT VDI,697000.0,2018,1248,Comprehensive,Automatic,93805,First Owner,Diesel,74.02,5.0,28.4,Sedan,Chennai,5,2,2,2,1
Ecosport 1.5 Diesel Titanium BSIV,832000.0,2019,1498,Comprehensive,Manual,53771,First Owner,Diesel,98.96,5.0,23.0,SUV,Chennai,5,1,2,3,1
wagen Vento 1.2 Highline Plus AT 16 Alloy,734000.0,2017,1197,Comprehensive,Automatic,86287,Second Owner,Petrol,103.5,5.0,18.19,Sedan,Chennai,5,2,1,2,2
 Jazz 1.2 V AT i VTEC,683000.0,2017,1199,Comprehensive,Automatic,60773,Second Owner,Petrol,88.7,5.0,19.0,Hatchback,Chennai,5,2,1,1,2
Compass 1.4 Limited,1281000.0,2018,1368,Comprehensive,Automatic,88621,First Owner,Petrol,160.0,5.0,16.0,SUV,Chennai,5,2,1,3,1
 Amaze V CVT Petrol BSIV,740000.0,2019,1199,Comprehensive,Automatic,106848,First Owner,Petrol,88.76,5.0,19.0,Sedan,Chennai,5,2,1,2,1
 City i VTEC SV,778000.0,2017,1497,Comprehensive,Manual,61216,Second Owner,Petrol,117.3,5.0,17.8,Sedan,Chennai,5,1,1,2,2
i Swift VXI BSVI,755000.0,2022,1197,Comprehensive,Manual,7291,First Owner,Petrol,88.5,5.0,22.38,Hatchback,Chennai,5,1,1,1,1
ai i20 Magna Plus Diesel,635000.0,2019,1396,Comprehensive,Manual,57206,Second Owner,Diesel,88.76,5.0,22.54,Hatchback,Chennai,5,1,2,1,2
lt Triber RXZ BSVI,677000.0,2020,999,Comprehensive,Manual,45225,Second Owner,Petrol,71.01,7.0,20.0,MUV,Chennai,5,1,1,4,2
i Celerio ZXI AT Optional,478000.0,2017,998,Third Party,Automatic,30544,First Owner,Petrol,67.04,5.0,23.1,Hatchback,Chennai,2,2,1,1,1
i Baleno Delta,660000.0,2020,1197,Third Party,Manual,20000,Second Owner,Petrol,81.8,5.0,21.01,Hatchback,Chennai,2,1,1,1,2
i Ertiga VXI AT,1025000.0,2020,1462,Third Party,Automatic,20000,Second Owner,Petrol,103.26,7.0,17.99,MUV,Chennai,2,2,1,4,2
Ecosport 1.5 Diesel Titanium,950000.0,2021,1498,Third Party,Manual,40000,First Owner,Diesel,98.96,5.0,21.7,SUV,Chennai,2,1,2,3,1
ai Alcazar Platinum AT,1900000.0,2021,1999,Third Party,Automatic,40000,First Owner,Petrol,156.9,6.0,14.2,SUV,Chennai,2,2,1,3,1
lt Fluence E2 D,524000.0,2014,1461,Third Party,Manual,100000,Second Owner,Diesel,108.45,5.0,20.4,Sedan,Chennai,2,1,2,2,2
a Glanza G,800000.0,2020,1197,Third Party,Manual,20000,First Owner,Petrol,81.8,5.0,21.01,Hatchback,Chennai,2,1,1,1,1
i Swift VDI Optional,390000.0,2014,1248,Third Party,Manual,110000,First Owner,Diesel,74.0,5.0,25.2,Hatchback,Chennai,2,1,2,1,1
i Baleno 1.2 Zeta,580000.0,2017,1197,Third Party,Manual,40000,First Owner,Petrol,83.1,5.0,21.4,Hatchback,Chennai,2,1,1,1,1
lt KWID 1.0 RXT,366000.0,2016,999,Comprehensive,Manual,27097,First Owner,Petrol,67.0,5.0,23.01,Hatchback,Chennai,5,1,1,1,1
ai i20 Asta Option 1.2,639000.0,2016,1197,Third Party,Manual,34392,First Owner,Petrol,81.83,5.0,18.6,Hatchback,Chennai,2,1,1,1,1
n GO Plus T Petrol,509000.0,2019,1198,Third Party,Manual,62431,Second Owner,Petrol,67.0,7.0,19.83,MUV,Chennai,2,1,1,4,2
Punch Kaziranga Edition IRA,864000.0,2022,1199,Third Party,Manual,29607,First Owner,Petrol,86.63,5.0,20.09,SUV,Chennai,2,1,1,3,1
 City V MT,903999.9999999999,2021,1498,Comprehensive,Manual,27094,Second Owner,Petrol,119.35,5.0,18.6,Sedan,Chennai,5,1,1,2,2
 Rapid 1.0 TSI Style AT,1226000.0,2021,999,Third Party,Automatic,8468,First Owner,Petrol,108.62,5.0,16.24,Sedan,Chennai,2,2,1,2,1
Altroz XZ Plus Diesel BSVI,898000.0,2021,1497,Third Party,Manual,40629,First Owner,Diesel,88.77,5.0,23.64,Hatchback,Chennai,2,1,2,1,1
ai i20 Asta 1.2,558000.0,2015,1197,Third Party,Manual,98866,First Owner,Petrol,81.83,5.0,18.6,Hatchback,Chennai,2,1,1,1,1
ai i20 Petrol CVT Asta,700000.0,2018,1197,Comprehensive,Automatic,39323,Second Owner,Petrol,81.86,5.0,17.4,Hatchback,Chennai,5,2,1,1,2
i Swift LDI,385000.0,2012,1248,Third Party,Manual,75268,First Owner,Diesel,74.0,5.0,22.9,Hatchback,Chennai,2,1,2,1,1
Tiago XT BSVI,649000.0,2022,1199,Third Party,Manual,8848,First Owner,Petrol,84.82,5.0,19.01,Hatchback,Chennai,2,1,1,1,1
ai Grand i10 Nios Turbo Sportz,809000.0,2022,998,Third Party,Manual,17197,First Owner,Petrol,98.63,5.0,20.7,Hatchback,Chennai,2,1,1,1,1
n Magnite Turbo CVT XV BSVI,950000.0,2022,999,Third Party,Automatic,10000,First Owner,Petrol,98.63,5.0,17.4,SUV,Chennai,2,2,1,3,1
lt KWID Climber 1.0 MT Opt,500000.0,2021,999,Third Party,Manual,10000,Second Owner,Petrol,67.0,5.0,21.74,Hatchback,Chennai,2,1,1,1,2
tor Sharp CVT BSVI,1499000.0,2021,1498,Third Party,Automatic,20000,First Owner,Petrol,108.49,5.0,14.82,SUV,Chennai,2,2,1,3,1
Linea 1.4 Emotion,250000.0,2012,1368,Third Party,Manual,70000,Second Owner,Petrol,88.74,5.0,16.0,Sedan,Chennai,2,1,1,2,2
 Superb 1.8 TSI MT,600000.0,2009,1798,Third Party,Manual,60000,Second Owner,Petrol,160.0,5.0,13.14,Sedan,Chennai,2,1,1,2,2
dra Scorpio VLX 2WD BSIV,490000.00000000006,2013,2179,Third Party,Manual,100000,Third Owner,Diesel,120.0,8.0,12.05,SUV,Chennai,2,1,2,3,3
 Kushaq 1.0 TSI Ambition AT BSVI,1300000.0,2022,999,Third Party,Automatic,20000,First Owner,Petrol,113.98,5.0,17.2,SUV,Chennai,2,2,1,3,1
Freestyle Titanium,592000.0,2020,1194,Third Party,Manual,32657,First Owner,Petrol,94.93,5.0,18.5,Hatchback,Chennai,2,1,1,1,1
i Celerio X AMT ZXI Option BSIV,463999.99999999994,2018,998,Third Party,Automatic,44131,First Owner,Petrol,67.0,5.0,21.63,Hatchback,Chennai,2,2,1,1,1
ai Grand i10 Magna,404000.0,2015,1197,Third Party,Manual,55003,Second Owner,Petrol,82.0,5.0,18.9,Hatchback,Chennai,2,1,1,1,2
wagen Vento Diesel Highline,383000.0,2012,1598,Third Party,Manual,116470,Second Owner,Diesel,103.6,5.0,20.54,Sedan,Chennai,2,1,2,2,2
lt KWID RXT Optional,438000.0,2019,799,Comprehensive,Manual,33313,First Owner,Petrol,53.3,5.0,25.17,Hatchback,Chennai,5,1,1,1,1
 Amaze VX i-Vtech,457000.0,2014,1198,Third Party,Manual,62272,Second Owner,Petrol,86.7,5.0,18.0,Sedan,Chennai,2,1,1,2,2
 City i VTEC V,776000.0,2017,1497,Third Party,Manual,58933,Second Owner,Petrol,117.3,5.0,17.8,Sedan,Chennai,2,1,1,2,2
lt KWID RXL,470000.0,2022,799,Third Party,Manual,13896,First Owner,Petrol,53.26,5.0,22.25,Hatchback,Chennai,2,1,1,1,1
i Celerio ZXI Optional AMT BSIV,474000.0,2018,998,Comprehensive,Automatic,66414,Second Owner,Petrol,67.04,5.0,23.1,Hatchback,Chennai,5,2,1,1,2
a Yaris G,897000.0000000001,2020,1496,Third Party,Manual,46953,First Owner,Petrol,105.94,5.0,17.1,Sedan,Chennai,2,1,1,2,1
i Ciaz ZDi Plus SHVS,678000.0,2017,1248,Third Party,Manual,85755,Second Owner,Diesel,88.5,5.0,28.09,Sedan,Chennai,2,1,2,2,2
ai i20 Asta 1.2,607000.0,2016,1197,Third Party,Manual,35286,First Owner,Petrol,81.83,5.0,18.6,Hatchback,Chennai,2,1,1,1,1
ai Santro Sportz AMT,620000.0,2022,1086,Third Party,Automatic,10000,First Owner,Petrol,68.05,5.0,20.3,Hatchback,Chennai,2,2,1,1,1
 Series 525d,1500000.0,2012,1995,Third Party,Automatic,70000,Second Owner,Diesel,218.0,5.0,16.73,Sedan,Chennai,2,2,2,2,2
wagen Vento IPL II Petrol Highline,231999.99999999997,2012,1598,Third Party,Manual,90000,Third Owner,Petrol,103.53,5.0,15.8,Sedan,Chennai,2,1,1,2,3
dra Bolero DI AC BSIII,375000.0,2009,2523,Third Party,Manual,120000,Third Owner,Diesel,62.118,7.0,13.6,MUV,Chennai,2,1,2,4,3
a Hyryder V AT BSVI,2000000.0,2023,1462,Third Party,Automatic,10000,First Owner,Petrol,101.64,5.0,20.58,SUV,Chennai,2,2,1,3,1
wagen Polo 1.2 MPI Highline,350000.0,2014,1198,Third Party,Manual,120000,Third Owner,Petrol,74.0,5.0,16.47,Hatchback,Chennai,2,1,1,1,3
Figo Titanium,515000.00000000006,2020,1194,Third Party,Manual,30000,Second Owner,Petrol,94.93,5.0,18.5,Hatchback,Chennai,2,1,1,1,2
 Series 525d,1000000.0,2012,1995,Third Party,Automatic,70000,Second Owner,Diesel,218.0,5.0,16.73,Sedan,Chennai,2,2,2,2,2
i Swift Dzire AMT ZDI,646000.0,2016,1248,Third Party,Automatic,73341,Second Owner,Diesel,74.0,5.0,26.59,Sedan,Chennai,2,2,2,2,2
i Alto K10 VXI Optional,376000.0,2018,998,Third Party,Manual,43060,Second Owner,Petrol,67.05,5.0,23.95,Hatchback,Chennai,2,1,1,1,2
ai i10 Sportz 1.2,273000.0,2010,1197,Comprehensive,Manual,50758,Second Owner,Petrol,78.9,5.0,20.36,Hatchback,Chennai,5,1,1,1,2
i Swift Dzire ZXI BSVI,752000.0,2021,1197,Third Party,Manual,63274,First Owner,Petrol,88.5,5.0,22.41,Sedan,Chennai,2,1,1,2,1
ai i20 Sportz 1.2,579000.0,2016,1197,Comprehensive,Manual,44512,First Owner,Petrol,81.83,5.0,18.6,Hatchback,Chennai,5,1,1,1,1
ai i20 Active 1.4 SX,711000.0,2017,1396,Third Party,Manual,100844,Second Owner,Diesel,88.73,5.0,21.19,Hatchback,Chennai,2,1,2,1,2
Tigor XZA,567000.0,2019,1199,Third Party,Automatic,39542,Second Owner,Petrol,83.81,5.0,20.3,Sedan,Chennai,2,2,1,2,2
Ecosport 1.5 Ti VCT AT Titanium BSIV,499000.0,2015,1499,Comprehensive,Automatic,98459,Second Owner,Petrol,110.4,5.0,15.63,SUV,Chennai,5,2,1,3,2
i Alto 800 LXI,356000.0,2019,796,Comprehensive,Manual,46120,First Owner,Petrol,47.33,5.0,22.05,Hatchback,Chennai,5,1,1,1,1
ai Verna VTVT 1.6 SX,826000.0,2018,1591,Third Party,Manual,32074,Second Owner,Petrol,121.3,5.0,17.0,Sedan,Chennai,2,1,1,2,2
bishi Cedia Sports,320000.0,2011,1999,Third Party,Manual,70000,Second Owner,Petrol,114.0,5.0,13.17,Sedan,Chennai,2,1,1,2,2
i Alto 800 VXI Plus BSVI,400000.0,2020,796,Third Party,Manual,10000,First Owner,Petrol,47.33,5.0,22.05,Hatchback,Chennai,2,1,1,1,1
ai Verna 1.6 SX VTVT,450000.0,2012,1591,Third Party,Manual,50000,Second Owner,Petrol,121.3,5.0,17.01,Sedan,Chennai,2,1,1,2,2
i Swift AMT ZXI Plus BSIV,750000.0,2019,1197,Third Party,Automatic,70000,First Owner,Petrol,81.8,5.0,22.0,Hatchback,Chennai,2,2,1,1,1
des-Benz C-Class 220 CDI AT,900000.0,2010,2143,Third Party,Automatic,70000,Third Owner,Diesel,170.0,5.0,14.84,Sedan,Chennai,2,2,2,2,3
Zest Quadrajet 1.3 75PS XE,525000.0,2018,1248,Third Party,Manual,100000,Second Owner,Diesel,74.0,5.0,22.95,Sedan,Chennai,2,1,2,2,2
 Kushaq 1.0 TSI Style AT BSVI,1300000.0,2021,999,Third Party,Automatic,20000,Second Owner,Petrol,113.98,5.0,17.2,SUV,Chennai,2,2,1,3,2
ai Grand i10 Asta,399000.0,2014,1197,Comprehensive,Manual,83041,Second Owner,Petrol,82.0,5.0,18.9,Hatchback,Chennai,5,1,1,1,2
ai Santro Magna BSIV,482000.0,2019,1086,Comprehensive,Manual,67988,First Owner,Petrol,68.0,5.0,20.3,Hatchback,Chennai,5,1,1,1,1
i Ciaz 1.4 Alpha,579000.0,2017,1373,Third Party,Manual,52645,Third Owner,Petrol,91.1,5.0,20.73,Sedan,Chennai,2,1,1,2,3
 City VX MT,1090000.0,2020,1498,Comprehensive,Manual,37294,Second Owner,Petrol,119.35,5.0,18.6,Sedan,Chennai,5,1,1,2,2
i Celerio VXI,354000.0,2015,998,Comprehensive,Manual,93504,Second Owner,Petrol,65.71,5.0,25.24,Hatchback,Chennai,5,1,1,1,2
i Celerio VXI AMT,396000.0,2014,998,Comprehensive,Automatic,32831,First Owner,Petrol,65.71,5.0,26.68,Hatchback,Chennai,5,2,1,1,1
 City i DTEC SV,597000.0,2015,1498,Comprehensive,Manual,119887,First Owner,Diesel,98.6,5.0,26.0,Sedan,Chennai,5,1,2,2,1
i Vitara Brezza VDi,760000.0,2019,1248,Third Party,Manual,70000,First Owner,Diesel,88.5,5.0,24.3,SUV,Chennai,2,1,2,3,1
 Jazz 1.2 VX i VTEC,550000.0,2017,1199,Third Party,Manual,30000,Second Owner,Petrol,88.7,5.0,18.7,Hatchback,Chennai,2,1,1,1,2
Indica DLS,100000.0,2007,1396,Third Party,Manual,110000,First Owner,Diesel,53.5,5.0,17.2,Hatchback,Chennai,2,1,2,1,1
i Wagon R VXI BSVI,590000.0,2023,998,Third Party,Manual,10000,First Owner,Petrol,65.71,5.0,24.35,Hatchback,Chennai,2,1,1,1,1
i Ertiga ZXI Plus,1200000.0,2021,1462,Third Party,Manual,50000,First Owner,Petrol,103.26,7.0,19.01,MUV,Chennai,2,1,1,4,1
 Jazz VX CVT,750000.0,2019,1199,Third Party,Automatic,20000,First Owner,Petrol,88.7,5.0,18.2,Hatchback,Chennai,2,2,1,1,1
i Celerio ZXI AMT,652000.0,2021,998,Zero Dep,Automatic,13126,First Owner,Petrol,65.71,5.0,26.0,Hatchback,Chennai,6,2,1,1,1
ai EON Era Plus,309000.0,2015,814,Zero Dep,Manual,98204,First Owner,Petrol,55.2,5.0,21.1,Hatchback,Chennai,6,1,1,1,1
i Swift VDI BSIV,636000.0,2016,1248,Comprehensive,Manual,68177,Second Owner,Diesel,74.0,5.0,25.2,Hatchback,Chennai,5,1,2,1,2
ai i20 Asta 1.4 CRDi,557000.0,2014,1396,Comprehensive,Manual,104336,Second Owner,Diesel,88.73,5.0,22.54,Hatchback,Chennai,5,1,2,1,2
i Alto K10 VXI,307000.0,2016,998,Comprehensive,Manual,54803,Second Owner,Petrol,65.71,5.0,24.39,Hatchback,Chennai,5,1,1,1,2
i Swift Dzire AMT ZDI Plus,778000.0,2018,1248,Zero Dep,Automatic,57828,Second Owner,Diesel,74.02,5.0,28.4,Sedan,Chennai,6,2,2,2,2
i Swift VXI,603000.0,2020,1197,Third Party,Manual,76419,First Owner,Petrol,88.5,5.0,22.38,Hatchback,Chennai,2,1,1,1,1
Tiago 1.2 Revotron XZA,498000.00000000006,2017,1199,Comprehensive,Automatic,29594,First Owner,Petrol,83.83,5.0,23.84,Hatchback,Chennai,5,2,1,1,1
i Swift VXI,484999.99999999994,2013,1197,Comprehensive,Manual,37357,First Owner,Petrol,88.5,5.0,22.38,Hatchback,Chennai,5,1,1,1,1
ai Grand i10 AT Asta,480999.99999999994,2016,1197,Comprehensive,Automatic,53042,Second Owner,Petrol,82.0,5.0,18.9,Hatchback,Chennai,5,2,1,1,2
